Expenses,OB_HO,Last Folder_HO,Actual_HO,Variance OB_HO,Variance LF_HO,OB_Bawal,Last Folder_Bawal,Actual_Bawal,Variance OB_Bawal,Variance LF_Bawal,OB_Chennai,Last Folder_Chennai,Actual_Chennai,Variance OB_Chennai,Variance LF_Chennai,OB_Roorkee,Last Folder_Roorkee,Actual_Roorkee,Variance OB_Roorkee,Variance LF_Roorkee,OB_T16,Last Folder_T16,Actual_T16,Variance OB_T16,Variance LF_T16,OB_NPAU,Last Folder_NPAU,Actual_NPAU,Variance OB_NPAU,Variance LF_NPAU,OB_KAU,Last Folder_KAU,Actual_KAU,Variance OB_KAU,Variance LF_KAU,OB_BAU,Last Folder_BAU,Actual_BAU,Variance OB_BAU,Variance LF_BAU,OB_Gujarat,Last Folder_Gujarat,Actual_Gujarat,Variance OB_Gujarat,Variance LF_Gujarat,OB_Total,Last Folder_Total,Actual_Total,Variance OB_Total,Variance LF_Total,Month
TOTAL Recruitment(F),423236.0,423236.0,238899.0,184337.0,184337.0,130137.25,130137.25,-269125.0,399262.25,399262.25,476444.0,476444.0,640026.74,-163582.74,-163582.74,99639.6,99639.6,5534.0,94105.6,94105.6,114727.33444816055,114727.33444816055,0.0,114727.33444816055,114727.33444816055,29952.742474916387,29952.742474916387,3555.0,26397.742474916387,26397.742474916387,4466.666666666667,4466.666666666667,0.0,4466.666666666667,4466.666666666667,5330.0,5330.0,0.0,5330.0,5330.0,103133.33333333333,103133.33333333333,0.0,103133.33333333333,103133.33333333333,1387066.926923077,1387066.926923077,618889.74,768177.186923077,768177.186923077,Jul'18
Canteen,135200.0,135200.0,122997.0,12203.0,12203.0,2617359.96,2617359.96,2397358.25,220001.70999999996,220001.70999999996,2737308.5564545207,2737308.5564545207,2687329.5600000005,49978.99645452015,49978.99645452015,605804.4473122,605804.4473122,609108.7399999998,-3304.2926877997816,-3304.2926877997816,353314.6053333333,353314.6053333333,381332.1499999999,-28017.544666666596,-28017.544666666596,92851.62000000001,92851.62000000001,54167.75,38683.87000000001,38683.87000000001,218632.59999999998,218632.59999999998,162270.76999999996,56361.830000000016,56361.830000000016,239868.0,239868.0,199826.25,40041.75,40041.75,34975.2,34975.2,0.0,34975.2,34975.2,7035314.989100053,7035314.989100053,6614390.470000001,420924.5191000523,420924.5191000523,Jul'18
Employee Claim / Refreshmnent,67532.91666666667,67532.91666666667,62249.899999999965,5283.016666666706,5283.016666666706,404010.0,404010.0,-440730.48,844740.48,844740.48,30000.0,30000.0,26212.0,3788.0,3788.0,333.3333333333333,333.3333333333333,0.0,333.3333333333333,333.3333333333333,12500.0,12500.0,4792.0,7708.0,7708.0,2000.0,2000.0,0.0,2000.0,2000.0,12575.0,12575.0,0.0,12575.0,12575.0,2000.0,2000.0,4467.0,-2467.0,-2467.0,0.0,0.0,0.0,0.0,0.0,530951.25,530951.25,-343009.58,873960.8300000001,873960.8300000001,Jul'18
Suggestion Scheme,0.0,0.0,0.0,0.0,0.0,17700.0,17700.0,17700.0,0.0,0.0,61500.0,61500.0,0.0,61500.0,61500.0,0.0,0.0,0.0,0.0,0.0,3550.0,3550.0,0.0,3550.0,3550.0,1050.0,1050.0,0.0,1050.0,1050.0,5964.0,5964.0,0.0,5964.0,5964.0,7200.0,7200.0,0.0,7200.0,7200.0,0.0,0.0,0.0,0.0,0.0,96964.0,96964.0,17700.0,79264.0,79264.0,Jul'18
Family Visits,0.0,0.0,0.0,0.0,0.0,35500.0,35500.0,35500.0,0.0,0.0,45150.0,45150.0,0.0,45150.0,45150.0,0.0,0.0,0.0,0.0,0.0,4583.333333333333,4583.333333333333,0.0,4583.333333333333,4583.333333333333,0.0,0.0,0.0,0.0,0.0,2000.0,2000.0,0.0,2000.0,2000.0,5000.0,5000.0,0.0,5000.0,5000.0,0.0,0.0,0.0,0.0,0.0,92233.33333333333,92233.33333333333,35500.0,56733.33333333333,56733.33333333333,Jul'18
Employee Engagement Activities,16000.0,16000.0,0.0,16000.0,16000.0,31750.0,31750.0,31750.0,0.0,0.0,27000.0,27000.0,24378.0,2622.0,2622.0,31630.0,31630.0,28414.65000000001,3215.3499999999913,3215.3499999999913,16033.333333333332,16033.333333333332,11746.0,4287.333333333332,4287.333333333332,2000.0,2000.0,2836.5,-836.5,-836.5,8500.0,8500.0,1815.0,6685.0,6685.0,5000.0,5000.0,0.0,5000.0,5000.0,0.0,0.0,0.0,0.0,0.0,137913.3333333333,137913.3333333333,100940.15000000001,36973.183333333305,36973.183333333305,Jul'18
Director's Party/ Others,0.0,0.0,0.0,0.0,0.0,11000.0,11000.0,0.0,11000.0,11000.0,25000.0,25000.0,0.0,25000.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,10000.0,10000.0,40000.0,40000.0,0.0,40000.0,40000.0,0.0,0.0,0.0,0.0,0.0,86000.0,86000.0,0.0,86000.0,86000.0,Jul'18
QC circle,0.0,0.0,0.0,0.0,0.0,51750.0,51750.0,190643.1,-138893.1,-138893.1,356000.0,356000.0,0.0,356000.0,356000.0,0.0,0.0,0.0,0.0,0.0,14368.75,14368.75,0.0,14368.75,14368.75,875.0,875.0,0.0,875.0,875.0,5000.0,5000.0,0.0,5000.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427993.75,427993.75,190643.1,237350.65,237350.65,Jul'18
Sports,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12836.000000000116,-12836.000000000116,-12836.000000000116,129340.8015817901,129340.8015817901,0.0,129340.8015817901,129340.8015817901,2083.3333333333335,2083.3333333333335,0.0,2083.3333333333335,2083.3333333333335,2750.0,2750.0,0.0,2750.0,2750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134174.13491512343,134174.13491512343,12836.000000000116,121338.13491512332,121338.13491512332,Jul'18
Social Activities,0.0,0.0,0.0,0.0,0.0,53720.0,53720.0,39499.0,14221.0,14221.0,7000.0,7000.0,0.0,7000.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61720.0,61720.0,39499.0,22221.0,22221.0,Jul'18
Club,0.0,0.0,0.0,0.0,0.0,59705.0,59705.0,22760.0,36945.0,36945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59705.0,59705.0,22760.0,36945.0,36945.0,Jul'18
Gifts,0.0,0.0,0.0,0.0,0.0,5001.0,5001.0,146662.0,-141661.0,-141661.0,386201.03624999995,386201.03624999995,383328.0,2873.0362499999464,2873.0362499999464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391202.03624999995,391202.03624999995,529990.0,-138787.96375000005,-138787.96375000005,Jul'18
Insurance,64978.5,64978.5,64978.0,0.5,0.5,978344.388888889,978344.388888889,1057600.0,-79255.61111111101,-79255.61111111101,498435.18808333325,498435.18808333325,454438.73,43996.45808333327,43996.45808333327,143132.775,143132.775,132120.0,11012.774999999994,11012.774999999994,91198.93125000001,91198.93125000001,86656.0,4542.931250000009,4542.931250000009,6125.0,6125.0,71095.36,-64970.36,-64970.36,2651.25,2651.25,22440.0,-19788.75,-19788.75,0.0,0.0,0.0,0.0,0.0,12063.191304347829,12063.191304347829,0.0,12063.191304347829,12063.191304347829,1796929.22452657,1796929.22452657,1889328.09,-92398.86547343014,-92398.86547343014,Jul'18
Vehicles For Staff at plant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3186932.4562477428,3186932.4562477428,4255257.910000001,-1068325.4537522583,-1068325.4537522583,291126.15,291126.15,271535.1,19591.050000000047,19591.050000000047,359321.21,359321.21,338770.50000000023,20550.709999999788,20550.709999999788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251950.0,-251950.0,-251950.0,0.0,0.0,0.0,0.0,0.0,3837379.8162477426,3837379.8162477426,5117513.510000001,-1280133.693752258,-1280133.693752258,Jul'18
Bus Hiring For Staff-Plant,0.0,0.0,0.0,0.0,0.0,2700466.3754999996,2700466.3754999996,2572561.580000002,127904.79549999768,127904.79549999768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143325.0,143325.0,245910.74,-102585.73999999999,-102585.73999999999,181650.0,181650.0,182988.99999999994,-1338.9999999999418,-1338.9999999999418,235377.90000000002,235377.90000000002,0.0,235377.90000000002,235377.90000000002,0.0,0.0,0.0,0.0,0.0,3260819.2754999995,3260819.2754999995,3001461.320000002,259357.95549999736,259357.95549999736,Jul'18
Safety Wear,1645.0,1645.0,1300.0,345.0,345.0,0.0,0.0,85226.28999999969,-85226.28999999969,-85226.28999999969,610499.9533333333,610499.9533333333,255230.46,355269.4933333333,355269.4933333333,9040.2375,9040.2375,257990.87,-248950.6325,-248950.6325,68432.75,68432.75,90300.0,-21867.25,-21867.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.3600000000006,-580.3600000000006,-580.3600000000006,0.0,0.0,35814.0,-35814.0,-35814.0,0.0,0.0,0.0,0.0,0.0,689617.9408333333,689617.9408333333,726441.9799999996,-36824.039166666334,-36824.039166666334,Jul'18
Medical Expenses,3273.9166666666665,3273.9166666666665,139639.0,-136365.08333333334,-136365.08333333334,147648.3333333333,147648.3333333333,82355.65000000002,65292.68333333329,65292.68333333329,93000.0,93000.0,45230.66,47769.34,47769.34,35500.0,35500.0,76200.0,-40700.0,-40700.0,27143.75,27143.75,27047.0,96.75,96.75,13125.0,13125.0,-400.0,13525.0,13525.0,2000.0,2000.0,3428.0,-1428.0,-1428.0,15000.0,15000.0,15334.0,-334.0,-334.0,1394.2934062292907,1394.2934062292907,0.0,1394.2934062292907,1394.2934062292907,338085.2934062293,338085.2934062293,388834.31000000006,-50749.016593770764,-50749.016593770764,Jul'18
TOTAL Welfare(G),288630.3333333334,288630.3333333334,391163.89999999997,-102533.56666666664,-102533.56666666664,7113955.057722221,7113955.057722221,6251721.390000002,862233.6677222201,862233.6677222201,8193367.991950721,8193367.991950721,8131405.320000001,61962.67195071842,61962.67195071842,1118650.2764788668,1118650.2764788668,1375369.3599999999,-256719.08352113309,-256719.08352113309,953196.66325,953196.66325,940643.6500000001,12553.013249999865,12553.013249999865,261351.62,261351.62,373610.35,-112258.72999999998,-112258.72999999998,449972.85,449972.85,373523.1299999999,76449.72000000007,76449.72000000007,549445.9,549445.9,507391.25,42054.65000000002,42054.65000000002,48432.684710577116,48432.684710577116,0.0,48432.684710577116,48432.684710577116,18977003.377445716,18977003.377445716,18344828.35,632175.027445714,632175.027445714,Jul'18
TOTAL COST,17350845.513509814,17350845.513509814,17236768.449999988,114077.06350982499,114077.06350982499,82352756.20284195,82352756.20284195,73352385.004,9000371.198841954,9000371.198841954,44701903.930856615,44701903.930856615,48061077.81,-3359173.879143387,-3359173.879143387,8139120.138899881,8139120.138899881,9993735.309999999,-1854615.1711001182,-1854615.1711001182,9910389.901341403,9910389.901341403,9469399.678269483,440990.22307192243,440990.22307192243,3189166.9471885976,3189166.9471885976,3457581.389999999,-268414.44281140214,-268414.44281140214,2769732.113494793,2769732.113494793,2748035.7199999997,21696.39349479312,21696.39349479312,2998060.914161492,2998060.914161492,2596244.3,401816.6141614925,401816.6141614925,1154813.9347105774,1154813.9347105774,547229.5500000002,607584.3847105773,607584.3847105773,172566789.59700513,172566789.59700513,167462457.21226948,5104332.384735647,5104332.384735647,Jul'18
HO Allocated Cost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jul'18
Grand Total,17350845.513509814,17350845.513509814,17236768.449999988,114077.06350982562,114077.06350982562,82352756.20284195,82352756.20284195,73352385.004,9000371.19884196,9000371.19884196,44701903.930856615,44701903.930856615,48061077.81,-3359173.879143387,-3359173.879143387,8139120.138899881,8139120.138899881,9993735.309999999,-1854615.1711001173,-1854615.1711001173,9910389.901341403,9910389.901341403,9469399.678269483,440990.22307191975,440990.22307191975,3189166.9471885976,3189166.9471885976,3457581.389999999,-268414.44281140156,-268414.44281140156,2769732.113494793,2769732.113494793,2748035.7199999997,21696.393494793214,21696.393494793214,2998060.914161492,2998060.914161492,2596244.3,401816.6141614923,401816.6141614923,1154813.9347105774,1154813.9347105774,547229.5500000002,607584.3847105772,607584.3847105772,172566789.59700513,172566789.59700513,167462457.21226948,5104332.384735644,5104332.384735644,Jul'18
Salary,13068515.280176481,13068515.280176481,12570686.010000058,497829.2701764237,497829.2701764237,17057207.086391613,17057207.086391613,16168202.379999995,889004.7063916177,889004.7063916177,11413087.877112957,11413087.877112957,10446349.270000001,966738.6071129553,966738.6071129553,2700263.9014160493,2700263.9014160493,2624703.33235641,75560.56905963924,75560.56905963924,3806460.633075183,3806460.633075183,3669921.8633976877,136538.76967749512,136538.76967749512,1227128.2136390656,1227128.2136390656,1120501.960000001,106626.25363906473,106626.25363906473,705571.8287568999,705571.8287568999,547578.06,157993.76875689987,157993.76875689987,711970.0141614923,711970.0141614923,487474.73999999993,224495.27416149242,224495.27416149242,1003247.916666666,1003247.916666666,1142841.88,-139593.96333333384,-139593.96333333384,51693452.7513964,51693452.7513964,48778259.49575416,2915193.2556422427,2915193.2556422427,Aug'18
Wages,0.0,0.0,0.0,0.0,0.0,30899656.626144864,30899656.626144864,21625890.750000015,9273765.876144849,9273765.876144849,7995670.54352269,7995670.54352269,9733740.37,-1738069.8264773088,-1738069.8264773088,1174392.257825478,1174392.257825478,1120618.3679,53773.889925478026,53773.889925478026,793584.0661039064,793584.0661039064,859765.0000000005,-66180.9338960941,-66180.9338960941,34099.0,34099.0,33223.640000000014,875.359999999986,875.359999999986,0.0,0.0,0.0,0.0,0.0,227655.0,227655.0,223706.68,3948.320000000007,3948.320000000007,0.0,0.0,0.0,0.0,0.0,41125057.49359694,41125057.49359694,33596944.80790001,7528112.68569693,7528112.68569693,Aug'18
Tarinees,427539.89999999997,427539.89999999997,544977.0000000002,-117437.10000000027,-117437.10000000027,16428537.54,16428537.54,18104841.799999997,-1676304.259999998,-1676304.259999998,13743239.151282053,13743239.151282053,14037917.36,-294678.20871794596,-294678.20871794596,2474540.158,2474540.158,3758994.0,-1284453.8420000002,-1284453.8420000002,3995644.5757072316,3995644.5757072316,4011230.5,-15585.924292768352,-15585.924292768352,1633548.1915874358,1633548.1915874358,1849149.9899999993,-215601.7984125635,-215601.7984125635,1609720.7680712265,1609720.7680712265,1568533.13,41187.638071226655,41187.638071226655,1150594.0,1150594.0,1065930.0,84664.0,84664.0,0.0,0.0,0.0,0.0,0.0,41463364.28464794,41463364.28464794,44941573.78,-3478209.4953520596,-3478209.4953520596,Aug'18
Total,13496055.180176482,13496055.180176482,13115663.010000058,380392.17017642345,380392.17017642345,64385401.252536476,64385401.252536476,55898934.93000001,8486466.322536469,8486466.322536469,33151997.5719177,33151997.5719177,34218007.0,-1066009.4280822994,-1066009.4280822994,6349196.317241527,6349196.317241527,7504315.70025641,-1155119.383014883,-1155119.383014883,8595689.274886321,8595689.274886321,8540917.363397688,54771.91148863267,54771.91148863267,2894775.4052265016,2894775.4052265016,3002875.5900000003,-108100.1847734988,-108100.1847734988,2315292.5968281263,2315292.5968281263,2116111.19,199181.40682812652,199181.40682812652,2090219.0141614922,2090219.0141614922,1777111.42,313107.5941614924,313107.5941614924,1003247.916666666,1003247.916666666,1142841.88,-139593.96333333384,-139593.96333333384,134281874.52964127,134281874.52964127,127316778.08365417,6965096.445987113,6965096.445987113,Aug'18
Pune Warehouse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aug'18
MSIL Sub Assembly-Gurgaon,0.0,0.0,0.0,0.0,0.0,1245465.0025599997,1245465.0025599997,1290850.0,-45384.9974400003,-45384.9974400003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1245465.0025599997,1245465.0025599997,1290850.0,-45384.9974400003,-45384.9974400003,Aug'18
"MSIL Sub Assembly, Manesar",0.0,0.0,0.0,0.0,0.0,1231932.5158399998,1231932.5158399998,1438250.0,-206317.48416000023,-206317.48416000023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1231932.5158399998,1231932.5158399998,1438250.0,-206317.48416000023,-206317.48416000023,Aug'18
Banglore Sub Assembly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aug'18
KAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aug'18
AFM Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aug'18
Bilaspur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aug'18
AFM Kolkata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aug'18
TOTAL Warehouses (D),0.0,0.0,0.0,0.0,0.0,2477397.5183999995,2477397.5183999995,2729100.0,-251702.48160000052,-251702.48160000052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2477397.5183999995,2477397.5183999995,2729100.0,-251702.48160000052,-251702.48160000052,Aug'18
Subcontractors,0.0,0.0,0.0,0.0,0.0,90628.83780000001,90628.83780000001,90628.83779999998,0.0,0.0,1406015.0,1406015.0,1406015.0,0.0,0.0,527451.5833333334,527451.5833333334,670146.1600000001,-142694.57666666678,-142694.57666666678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72624.0,72624.0,64429.0,8195.0,8195.0,0.0,0.0,0.0,0.0,0.0,2096719.4211333334,2096719.4211333334,2231218.9978,-134499.57666666666,-134499.57666666666,Aug'18
Assigned Personnels(Incl I.Tax Paid),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aug'18
Good Work Reward,0.0,0.0,0.0,0.0,0.0,180000.0,180000.0,345519.0,-165519.0,-165519.0,107800.0,107800.0,1174580.0,-1066780.0,-1066780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287800.0,287800.0,1520099.0,-1232299.0,-1232299.0,Aug'18
Attendance Incentive,0.0,0.0,0.0,0.0,0.0,80100.0,80100.0,0.0,80100.0,80100.0,95483.024301,95483.024301,46800.0,48683.024301,48683.024301,19975.0,19975.0,19619.0,356.0,356.0,22500.0,22500.0,0.0,22500.0,22500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218058.024301,218058.024301,66419.0,151639.024301,151639.024301,Aug'18
Night Attendance Incentive to Operators,0.0,0.0,0.0,0.0,0.0,115700.0,115700.0,138600.0,-22900.0,-22900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115700.0,115700.0,138600.0,-22900.0,-22900.0,Aug'18
Leave Encashment,0.0,0.0,0.0,0.0,0.0,749174.0070182276,749174.0070182276,749174.0100000002,-0.0029817726463079453,-0.0029817726463079453,512920.4487179493,512920.4487179493,468603.0,44317.44871794927,44317.44871794927,27908.58974358974,27908.58974358974,27908.589743589735,0.0,0.0,22173.39487179487,22173.39487179487,22173.39487179485,0.0,0.0,933.3333333333334,933.3333333333334,0.0,933.3333333333334,933.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1313109.7736848947,1313109.7736848947,1267858.9946153848,45250.77906950982,45250.77906950982,Aug'18
Overtime,0.0,0.0,0.0,0.0,0.0,83333.33333333333,83333.33333333333,83333.33999999985,-0.006666666522505693,-0.006666666522505693,700000.0,700000.0,858779.9,-158779.90000000002,-158779.90000000002,162209.23076923075,162209.23076923075,208127.0,-45917.76923076925,-45917.76923076925,79824.22153846154,79824.22153846154,158403.0,-78578.77846153846,-78578.77846153846,2153.846153846154,2153.846153846154,9202.0,-7048.153846153846,-7048.153846153846,0.0,0.0,0.0,0.0,0.0,50000.0,50000.0,69568.0,-19568.0,-19568.0,0.0,0.0,0.0,0.0,0.0,1077520.6317948718,1077520.6317948718,1387413.2399999998,-309892.608205128,-309892.608205128,Aug'18
Bonus & Ex-Gratia (workers),0.0,0.0,0.0,0.0,0.0,2410565.0,2410565.0,2345109.0,65456.0,65456.0,779166.6737168612,779166.6737168612,791457.0,-12290.326283138827,-12290.326283138827,85383.33333333333,85383.33333333333,85383.0,0.3333333333284827,0.3333333333284827,86666.66666666667,86666.66666666667,86666.0,0.6666666666715173,0.6666666666715173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3361781.6737168613,3361781.6737168613,3308615.0,53166.67371686129,53166.67371686129,Aug'18
Bonus & Ex-Gratia (Trainees),0.0,0.0,0.0,0.0,0.0,457755.641973,457755.641973,388515.66000000015,69239.98197299987,69239.98197299987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457755.641973,457755.641973,388515.66000000015,69239.98197299987,69239.98197299987,Aug'18
Production Incentive,0.0,0.0,0.0,0.0,0.0,4938300.0,4938300.0,4978364.0,-40064.0,-40064.0,966000.0933333333,966000.0933333333,1143513.0,-177512.90666666673,-177512.90666666673,0.0,0.0,0.0,0.0,0.0,96000.0,96000.0,73312.0,22688.0,22688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11700.0,11700.0,0.0,11700.0,11700.0,0.0,0.0,0.0,0.0,0.0,6012000.093333334,6012000.093333334,6195189.0,-183188.90666666627,-183188.90666666627,Aug'18
TOTAL SubContract( E),0.0,0.0,0.0,0.0,0.0,9105556.820124561,9105556.820124561,9119243.8478,-13687.027675439298,-13687.027675439298,4567385.2400691435,4567385.2400691435,5889747.9,-1322362.6599308564,-1322362.6599308564,822927.7371794872,822927.7371794872,1011183.7497435899,-188256.0125641027,-188256.0125641027,307164.2830769231,307164.2830769231,340554.39487179485,-33390.11179487179,-33390.11179487179,3087.1794871794873,3087.1794871794873,9202.0,-6114.820512820513,-6114.820512820513,0.0,0.0,0.0,0.0,0.0,134324.0,134324.0,133997.0,327.0,327.0,0.0,0.0,0.0,0.0,0.0,14940445.259937296,14940445.259937296,16503928.892415386,-1563483.63247809,-1563483.63247809,Aug'18
Recruitment ,1386.0,1386.0,36805.0,-35419.0,-35419.0,8976.0,8976.0,171592.0,-162616.0,-162616.0,3344.0,3344.0,13744.0,-10400.0,-10400.0,930.6,930.6,0.0,930.6,930.6,1177.0,1177.0,6000.0,-4823.0,-4823.0,330.0,330.0,5900.0,-5570.0,-5570.0,216.66666666666666,216.66666666666666,0.0,216.66666666666666,216.66666666666666,330.0,330.0,0.0,330.0,330.0,0.0,0.0,0.0,0.0,0.0,16690.266666666666,16690.266666666666,234041.0,-217350.73333333334,-217350.73333333334,Aug'18
